angle,magnitude,occurrences
-2.42,0.23,157
1.93,0.24,157
0.06,0.17,157
1.39,0.24,157
1.89,0.24,157
1.84,0.24,157
1.96,0.25,157
-1.39,0.24,157
-2.23,0.24,157
1.28,0.22,157
-3.14,0.18,157
-1.98,0.24,156
-0.23,0.19,156
-2.73,0.19,156
-1.26,0.25,156
-1.33,0.26,156
-0.82,0.23,156
2.58,0.2,156
1.91,0.23,156
-1.91,0.26,156
-1.65,0.27,156
1.17,0.22,156
1.4,0.25,156
0.13,0.16,156
2.13,0.24,155
1.06,0.22,155
3.09,0.19,155
-2.3,0.26,155
1.08,0.2,155
2.84,0.21,155
1.04,0.21,155
-1.01,0.24,155
-0.12,0.18,155
-1.62,0.22,155
0.61,0.22,155
1.95,0.23,155
0.56,0.2,155
0.91,0.24,155
-0.46,0.21,155
-0.9,0.26,155
1.79,0.25,155
-0.82,0.22,154
1.43,0.23,154
1.19,0.23,154
-1.91,0.23,154
-0.89,0.22,154
-1.17,0.24,154
-1.89,0.27,154
-1.22,0.22,154
-2.05,0.23,154
0.17,0.19,154
-1.83,0.25,154
0.95,0.24,154
1.73,0.27,153
-2.68,0.21,153
0.06,0.18,153
0.46,0.21,153
1.25,0.24,153
-2.07,0.24,153
-0.46,0.19,153
0.88,0.23,153
0.66,0.17,153
-2.5,0.21,153
-2.63,0.22,153
2.05,0.28,153
1.15,0.21,152
-3.09,0.21,152
3.09,0.21,152
2.12,0.22,152
1.48,0.25,152
2.98,0.2,152
-2.29,0.23,152
-1.85,0.23,152
1.53,0.24,152
0.17,0.18,152
-2.8,0.19,152
2.9,0.22,152
2.8,0.23,152
-2.66,0.23,152
1.65,0.26,152
-0.36,0.24,152
-0.44,0.2,152
0.42,0.21,152
1.7,0.25,152
-3.14,0.19,151
-1.74,0.26,151
1.34,0.23,151
-1.19,0.23,151
-2.36,0.23,151
2.04,0.26,151
-1.16,0.27,151
-0.85,0.23,151
2.87,0.2,151
-1.46,0.28,151
1.77,0.27,151
2.36,0.24,151
-1.02,0.22,150
2.36,0.26,150
-2.04,0.24,150
-1.09,0.25,150
-1.96,0.25,150
-2.33,0.25,150
-2.17,0.24,150
-0.4,0.22,150
-2.39,0.22,150
2.77,0.21,149
1.92,0.28,149
-0.27,0.2,149
0.0,0.23,149
-2.98,0.2,149
1.32,0.25,149
1.79,0.24,149
-2.52,0.24,149
1.45,0.26,149
1.84,0.28,149
0.96,0.22,149
1.62,0.23,149
-0.34,0.23,148
2.45,0.25,148
0.82,0.22,148
-0.88,0.25,148
-0.98,0.23,148
2.65,0.2,148
1.82,0.3,148
0.86,0.21,148
1.75,0.24,148
2.63,0.22,148
0.85,0.23,148
2.39,0.23,147
-3.04,0.21,147
2.29,0.23,147
-2.84,0.21,147
3.14,0.06,147
-1.57,0.3,147
0.44,0.2,147
-0.31,0.21,147
-0.82,0.2,147
0.49,0.2,147
-0.61,0.22,147
-1.48,0.23,147
2.79,0.22,147
-2.72,0.21,147
-1.53,0.26,147
1.61,0.27,147
-0.29,0.19,147
1.15,0.23,146
0.97,0.24,146
-2.74,0.22,146
-2.21,0.25,146
1.53,0.23,146
-2.29,0.21,146
1.61,0.24,146
-1.57,0.28,146
-1.13,0.22,146
0.55,0.22,146
2.05,0.25,146
2.38,0.26,146
-1.74,0.25,146
1.41,0.27,146
-1.2,0.26,146
0.98,0.23,146
-1.3,0.24,146
-2.99,0.22,146
1.05,0.26,146
2.53,0.22,145
1.94,0.26,145
-0.17,0.19,145
-0.53,0.21,145
-1.98,0.27,145
-2.25,0.22,145
-2.02,0.25,145
-0.63,0.24,145
2.5,0.21,145
2.82,0.2,145
-1.05,0.23,145
0.05,0.2,145
-2.93,0.21,145
2.18,0.26,145
2.02,0.25,145
-1.49,0.28,144
-1.28,0.26,144
2.54,0.21,144
-1.05,0.26,144
1.26,0.25,144
2.51,0.25,144
2.61,0.21,144
-2.9,0.22,144
0.93,0.21,144
-1.73,0.27,144
-1.57,0.27,144
-0.48,0.23,144
-0.51,0.2,144
1.29,0.27,144
-0.92,0.23,144
-3.14,0.2,144
0.32,0.2,143
-0.35,0.22,143
-2.13,0.24,143
-2.39,0.23,143
0.69,0.25,143
-1.53,0.23,143
1.35,0.24,143
1.17,0.24,143
-2.2,0.24,143
2.86,0.23,143
0.75,0.19,143
-0.6,0.24,143
-1.34,0.28,143
2.68,0.21,143
-1.36,0.25,143
1.49,0.27,143
2.23,0.3,143
-1.02,0.26,143
2.21,0.27,143
0.16,0.2,143
2.42,0.24,143
-3.09,0.19,143
-0.24,0.22,142
2.39,0.25,142
-0.94,0.25,142
1.44,0.25,142
-2.65,0.2,142
2.98,0.19,142
1.13,0.22,142
-2.42,0.24,142
2.64,0.24,142
-1.71,0.24,142
1.7,0.26,142
0.0,0.21,142
-1.88,0.25,142
-1.65,0.28,142
2.26,0.23,142
1.65,0.27,142
2.21,0.25,141
2.33,0.26,141
2.1,0.23,141
-2.61,0.21,141
2.88,0.21,141
-2.19,0.27,141
1.87,0.26,141
-2.79,0.22,141
-2.39,0.25,141
-2.11,0.25,141
-1.66,0.23,141
0.11,0.19,141
-2.36,0.24,141
-0.15,0.22,141
-1.36,0.3,140
1.82,0.26,140
-1.84,0.24,140
2.36,0.23,140
3.0,0.23,140
-1.14,0.26,140
1.37,0.27,140
2.44,0.26,140
1.22,0.25,140
-2.22,0.23,139
2.07,0.27,139
2.49,0.23,139
-3.0,0.23,139
-1.89,0.24,139
-0.05,0.22,139
1.57,0.3,139
-0.64,0.25,139
2.19,0.27,139
-1.69,0.28,139
-1.3,0.28,139
-1.31,0.29,139
0.75,0.22,139
1.53,0.27,139
-0.05,0.2,138
1.48,0.23,138
0.79,0.23,138
-0.55,0.22,138
-0.99,0.25,138
-1.65,0.26,138
-0.71,0.21,138
2.59,0.22,138
0.57,0.22,138
0.68,0.22,138
0.0,0.22,138
1.33,0.27,138
2.07,0.24,138
-2.28,0.28,138
0.46,0.24,138
-0.2,0.22,138
-2.57,0.22,138
0.51,0.2,137
-1.37,0.27,137
2.41,0.26,137
1.49,0.26,137
1.78,0.26,137
-1.78,0.26,137
-1.53,0.27,137
-1.61,0.26,137
-2.46,0.22,137
-1.53,0.24,137
-0.64,0.21,137
1.72,0.29,137
-1.85,0.27,137
2.89,0.25,137
1.97,0.28,137
-2.54,0.24,137
-3.09,0.22,137
2.04,0.29,137
-1.93,0.27,137
2.27,0.26,136
0.7,0.26,136
2.6,0.25,136
0.69,0.23,136
-0.14,0.23,136
-2.09,0.26,136
1.37,0.26,136
-2.85,0.22,136
2.12,0.26,136
0.0,0.0,136
-0.19,0.23,136
1.74,0.26,136
2.99,0.22,136
-1.41,0.26,136
1.88,0.28,136
2.66,0.23,136
0.35,0.22,136
-0.49,0.2,136
-0.66,0.24,136
-0.1,0.2,135
-0.87,0.26,135
3.14,0.09,135
1.72,0.28,135
-1.0,0.28,135
1.21,0.27,135
2.53,0.26,135
0.72,0.23,135
2.46,0.22,135
2.33,0.25,135
-0.62,0.27,135
-0.6,0.28,135
-0.54,0.25,135
1.57,0.27,135
0.31,0.21,135
0.99,0.25,134
1.01,0.24,134
-2.58,0.24,134
-0.22,0.24,134
0.26,0.21,134
-2.1,0.23,134
3.05,0.22,134
-0.88,0.23,134
0.79,0.24,134
0.29,0.22,134
-3.14,0.23,134
2.74,0.24,134
0.24,0.22,134
2.0,0.26,134
-2.12,0.26,134
-1.07,0.27,134
1.16,0.29,134
-1.69,0.27,133
2.45,0.23,133
-2.62,0.23,133
1.57,0.28,133
1.81,0.32,133
0.82,0.23,133
0.79,0.26,133
2.62,0.23,133
-2.92,0.2,133
-2.05,0.28,133
1.09,0.25,133
-0.42,0.21,133
-1.84,0.28,133
-0.75,0.23,133
2.28,0.28,133
1.93,0.27,133
1.3,0.28,133
2.54,0.24,133
2.0,0.28,133
-2.2,0.29,133
0.34,0.19,133
0.72,0.24,132
2.7,0.22,132
-2.53,0.26,132
-2.92,0.24,132
-1.02,0.29,132
-1.82,0.26,132
-2.72,0.23,132
-1.44,0.25,132
-1.45,0.27,132
1.69,0.27,132
-1.43,0.3,132
-0.75,0.25,132
1.81,0.27,132
2.76,0.23,132
-2.7,0.22,132
0.39,0.2,132
0.64,0.25,132
-0.69,0.23,132
-0.32,0.24,132
-1.13,0.25,132
2.75,0.25,132
-2.7,0.25,132
0.82,0.25,131
-1.72,0.29,131
0.05,0.21,131
2.55,0.23,131
1.76,0.28,131
-1.75,0.29,131
1.07,0.24,131
-1.5,0.29,131
-1.03,0.25,131
-0.59,0.23,131
1.53,0.26,131
2.32,0.23,131
-0.42,0.23,131
0.21,0.21,131
1.41,0.26,131
-2.55,0.23,131
1.36,0.25,131
-1.11,0.26,131
-3.14,0.21,131
-1.18,0.25,130
2.82,0.24,130
-0.81,0.26,130
1.18,0.28,130
0.15,0.22,130
-0.05,0.21,130
-2.09,0.28,130
1.38,0.28,130
1.16,0.27,130
-0.16,0.2,130
-0.46,0.24,130
2.68,0.26,130
2.3,0.27,130
2.85,0.22,130
2.91,0.23,130
0.85,0.24,130
2.36,0.27,130
2.66,0.25,130
0.0,0.26,129
-2.82,0.24,129
2.52,0.24,129
2.15,0.25,129
3.1,0.23,129
2.11,0.27,129
-1.96,0.31,129
-1.22,0.25,129
-3.04,0.2,129
-0.5,0.24,129
1.02,0.22,129
0.97,0.28,129
-1.42,0.29,129
2.92,0.2,129
-0.67,0.26,129
-1.09,0.28,129
1.98,0.27,129
0.1,0.21,129
2.48,0.24,129
-2.04,0.29,129
-0.87,0.28,129
0.65,0.23,129
-0.23,0.23,129
-0.76,0.26,129
2.25,0.27,128
3.05,0.23,128
-1.92,0.28,128
-2.12,0.29,128
0.28,0.23,128
2.02,0.27,128
-3.05,0.23,128
1.57,0.32,128
-0.26,0.21,128
-0.28,0.23,128
-0.79,0.24,128
-1.79,0.29,128
-0.98,0.27,128
-0.97,0.24,128
-2.88,0.21,128
1.89,0.27,128
1.61,0.28,127
-3.1,0.23,127
1.53,0.29,127
-0.38,0.23,127
-0.68,0.22,127
-0.79,0.27,127
-1.33,0.31,127
-1.29,0.27,127
-0.91,0.24,127
-1.04,0.27,127
-1.24,0.26,127
-1.88,0.28,127
-2.02,0.27,127
-3.14,0.24,127
0.4,0.22,127
1.46,0.28,127
2.22,0.28,127
-0.52,0.23,127
3.14,0.07,126
-2.3,0.27,126
-1.07,0.29,126
-2.23,0.31,126
-2.18,0.26,126
0.0,0.24,126
1.13,0.25,126
1.18,0.25,126
1.05,0.23,126
2.95,0.23,126
-1.41,0.27,126
0.88,0.25,126
-1.61,0.27,126
1.65,0.28,126
2.66,0.28,125
-0.96,0.26,125
0.23,0.23,125
0.38,0.23,125
1.61,0.26,125
-0.51,0.22,125
-1.57,0.34,125
-2.32,0.23,125
1.21,0.24,125
0.14,0.23,125
1.69,0.28,125
-1.07,0.24,125
1.71,0.31,125
2.05,0.3,125
0.09,0.22,125
1.14,0.28,125
-0.21,0.21,125
-2.05,0.25,125
2.38,0.29,125
-3.09,0.2,125
-1.68,0.29,125
-1.82,0.31,125
1.11,0.24,125
-0.82,0.25,125
-1.23,0.28,125
-2.41,0.27,125
0.52,0.23,124
2.07,0.29,124
1.7,0.34,124
-0.92,0.28,124
1.03,0.25,124
-1.06,0.28,124
-1.05,0.32,124
2.24,0.26,124
1.25,0.27,124
-2.29,0.24,124
-2.27,0.26,124
-0.44,0.22,124
-2.95,0.23,124
1.8,0.28,124
-1.8,0.28,124
1.5,0.29,124
-2.45,0.25,124
-1.87,0.29,124
-2.49,0.23,124
-2.44,0.26,124
-2.53,0.22,124
0.79,0.27,124
2.26,0.3,124
-1.33,0.27,124
1.78,0.3,123
-2.07,0.27,123
-0.84,0.27,123
-1.35,0.29,123
2.47,0.26,123
1.07,0.27,123
-0.73,0.26,123
-0.84,0.26,123
-1.46,0.29,123
-0.09,0.22,123
-1.94,0.26,123
2.21,0.32,123
2.7,0.25,123
-0.1,0.21,123
-1.32,0.3,123
-1.83,0.29,123
-1.99,0.23,123
-1.97,0.28,123
-0.76,0.31,123
-1.57,0.35,123
-1.49,0.27,123
2.74,0.22,123
3.06,0.26,123
1.75,0.29,123
-1.7,0.32,123
-2.6,0.25,123
-0.52,0.26,123
-2.24,0.26,122
2.54,0.28,122
-1.61,0.28,122
2.31,0.3,122
0.9,0.27,122
1.85,0.27,122
2.78,0.24,122
0.64,0.21,122
-2.66,0.25,122
2.51,0.29,122
-2.45,0.23,122
1.87,0.29,122
-0.18,0.24,122
0.54,0.25,122
-0.95,0.27,122
3.09,0.22,122
-2.93,0.25,122
1.14,0.26,122
-0.79,0.29,122
1.09,0.28,122
1.02,0.26,121
-1.74,0.32,121
1.68,0.3,121
-1.5,0.3,121
0.42,0.23,121
-0.14,0.24,121
-1.97,0.3,121
1.89,0.3,121
-2.21,0.27,121
2.5,0.27,121
2.09,0.26,121
2.52,0.27,121
1.5,0.3,121
-1.21,0.27,121
-1.38,0.28,121
-2.8,0.23,121
-1.18,0.28,121
-1.99,0.29,121
-1.25,0.27,121
-2.16,0.27,121
0.19,0.23,121
-1.47,0.32,121
1.24,0.26,121
-1.64,0.31,120
-3.14,0.22,120
-2.83,0.25,120
1.91,0.32,120
-2.0,0.26,120
1.49,0.28,120
-3.06,0.26,120
-0.31,0.25,120
1.39,0.29,120
-0.48,0.25,120
-2.74,0.24,120
-1.64,0.3,120
2.94,0.22,120
2.3,0.29,120
-1.46,0.3,120
0.75,0.23,119
-0.09,0.23,119
-2.27,0.25,119
0.89,0.3,119
-1.42,0.28,119
-1.11,0.29,119
0.93,0.27,119
-0.67,0.27,119
-2.52,0.27,119
1.71,0.3,119
-1.94,0.3,119
-2.36,0.29,119
-2.38,0.28,119
3.14,0.1,119
2.41,0.27,119
-2.86,0.23,119
-0.05,0.23,119
-1.9,0.29,119
1.82,0.31,119
1.97,0.3,119
-1.12,0.27,119
2.79,0.25,119
1.67,0.32,118
0.2,0.22,118
0.36,0.24,118
0.32,0.24,118
0.37,0.21,118
-1.64,0.29,118
1.2,0.26,118
2.3,0.26,118
0.31,0.25,118
-1.26,0.31,118
-2.41,0.26,118
3.01,0.25,118
-0.85,0.24,118
1.14,0.3,118
0.73,0.26,118
-0.56,0.24,118
-2.51,0.25,118
-1.54,0.3,118
-2.15,0.25,118
-2.91,0.23,118
-0.41,0.27,118
-0.43,0.26,118
1.94,0.3,118
2.96,0.24,118
1.61,0.3,118
0.48,0.25,117
-0.5,0.27,117
-1.57,0.31,117
1.61,0.29,117
-1.53,0.28,117
1.64,0.29,117
-1.27,0.29,117
2.46,0.3,117
1.53,0.28,117
1.54,0.3,117
0.5,0.24,117
-2.76,0.23,117
0.13,0.25,117
0.87,0.26,117
1.57,0.29,117
2.98,0.26,117
-0.68,0.29,117
0.63,0.24,117
-2.11,0.27,117
2.48,0.3,117
-1.34,0.33,117
-0.73,0.27,117
1.07,0.29,117
2.1,0.3,116
-2.98,0.26,116
1.34,0.28,116
0.1,0.2,116
2.31,0.32,116
-0.64,0.27,116
-1.57,0.32,116
0.96,0.26,116
-2.59,0.22,116
-1.78,0.3,116
0.84,0.26,116
1.04,0.3,116
2.02,0.29,116
0.05,0.23,116
-0.4,0.24,116
2.28,0.29,116
2.58,0.24,116
-2.0,0.28,116
1.85,0.31,116
1.9,0.29,116
0.34,0.23,116
-1.95,0.29,116
-2.38,0.26,116
-2.47,0.26,116
-2.47,0.27,115
1.88,0.31,115
-1.29,0.31,115
1.83,0.29,115
-2.77,0.26,115
-1.81,0.27,115
-1.16,0.29,115
0.61,0.26,115
-0.88,0.33,115
2.11,0.31,115
0.95,0.27,115
2.33,0.28,115
2.33,0.29,115
2.68,0.24,115
-0.45,0.27,115
1.24,0.29,115
-3.1,0.28,115
-1.71,0.31,115
-1.71,0.3,115
-1.77,0.31,115
-1.72,0.28,115
1.19,0.29,115
-2.04,0.26,115
-1.12,0.29,115
-2.79,0.25,114
0.75,0.25,114
-2.5,0.27,114
-0.79,0.26,114
2.46,0.29,114
-0.69,0.25,114
0.6,0.24,114
2.76,0.29,114
1.99,0.29,114
0.05,0.22,114
-0.91,0.3,114
-0.58,0.29,114
2.43,0.29,114
0.26,0.25,114
1.26,0.31,114
-2.88,0.24,114
-1.14,0.28,114
-0.73,0.29,114
0.76,0.26,114
-0.84,0.29,114
3.01,0.24,114
1.5,0.32,114
1.77,0.31,113
-2.94,0.22,113
-0.33,0.26,113
0.27,0.24,113
-0.27,0.24,113
2.05,0.32,113
1.79,0.29,113
-0.86,0.29,113
1.51,0.34,113
-2.68,0.26,113
-2.68,0.24,113
1.36,0.3,113
1.31,0.29,113
2.12,0.32,113
1.28,0.3,113
0.48,0.23,113
-2.75,0.25,113
3.1,0.27,112
1.42,0.28,112
3.14,0.11,112
2.2,0.29,112
-1.76,0.28,112
2.36,0.32,112
1.12,0.27,112
-1.26,0.28,112
2.29,0.34,112
0.94,0.25,112
-1.54,0.31,112
2.23,0.31,112
2.04,0.31,112
-0.91,0.31,112
0.14,0.24,112
0.51,0.22,112
2.45,0.32,112
2.88,0.24,112
0.9,0.26,112
0.91,0.31,112
-0.39,0.25,112
1.74,0.32,112
1.75,0.3,112
2.25,0.29,112
-1.06,0.3,111
-0.93,0.27,111
1.37,0.31,111
1.83,0.33,111
1.26,0.28,111
-2.48,0.24,111
-0.59,0.27,111
-2.21,0.3,111
0.98,0.27,111
1.79,0.34,111
-3.01,0.24,111
-3.01,0.25,111
-0.89,0.29,111
-1.39,0.29,111
1.77,0.33,111
-2.08,0.3,111
0.55,0.26,111
-2.17,0.28,111
1.23,0.28,111
2.72,0.23,111
-1.31,0.33,111
2.98,0.27,111
-0.66,0.3,111
-0.97,0.28,111
2.92,0.24,111
-2.73,0.27,110
-0.71,0.31,110
2.97,0.25,110
-2.9,0.26,110
-2.71,0.26,110
-1.24,0.33,110
-2.02,0.29,110
1.17,0.3,110
-0.94,0.34,110
-2.33,0.28,110
2.16,0.27,110
-2.75,0.28,110
2.14,0.28,110
-0.66,0.35,110
-1.39,0.3,110
1.74,0.31,110
-1.14,0.3,110
-1.53,0.29,110
-0.96,0.3,110
-0.94,0.29,109
3.1,0.28,109
-0.95,0.31,109
-2.25,0.27,109
1.04,0.27,109
1.66,0.34,109
-0.76,0.28,109
-0.24,0.27,109
-0.12,0.27,109
1.45,0.27,109
0.65,0.28,109
1.43,0.3,109
-1.02,0.32,109
2.21,0.3,109
0.22,0.24,109
-2.62,0.26,109
0.09,0.23,109
1.76,0.35,109
2.77,0.26,109
2.64,0.27,109
-0.04,0.24,109
-1.81,0.32,109
-0.37,0.26,109
1.11,0.31,108
1.09,0.3,108
2.71,0.26,108
-0.09,0.25,108
0.73,0.27,108
2.7,0.27,108
1.46,0.3,108
-1.95,0.32,108
-2.86,0.27,108
-1.91,0.32,108
1.86,0.33,108
2.15,0.29,108
2.94,0.27,108
-1.17,0.32,108
2.57,0.28,108
-2.1,0.3,108
-0.69,0.3,108
2.63,0.28,108
-2.16,0.31,108
0.0,0.27,108
-0.63,0.29,108
-1.61,0.3,108
1.22,0.31,108
-0.5,0.29,108
-0.46,0.26,108
-1.5,0.31,108
-0.61,0.26,108
1.01,0.3,108
-1.47,0.31,108
2.14,0.32,108
-2.36,0.26,108
1.25,0.3,108
1.29,0.31,108
0.39,0.25,107
-1.35,0.34,107
-1.25,0.3,107
-1.28,0.33,107
1.35,0.29,107
-2.4,0.32,107
-1.86,0.3,107
0.44,0.25,107
1.2,0.3,107
1.12,0.32,107
1.2,0.32,107
-1.88,0.31,107
2.49,0.28,107
-1.63,0.33,107
2.59,0.26,107
0.59,0.23,107
-2.22,0.28,107
0.89,0.29,107
1.67,0.31,107
2.1,0.36,107
0.0,0.31,107
-0.53,0.27,107
-2.63,0.28,107
0.21,0.26,106
-2.56,0.25,106
2.38,0.31,106
-2.14,0.28,106
-2.89,0.3,106
-2.17,0.32,106
-0.55,0.26,106
-3.1,0.27,106
0.58,0.25,106
0.79,0.29,106
2.09,0.28,106
-2.97,0.25,106
-2.78,0.24,106
-2.36,0.27,106
-1.54,0.32,106
-0.39,0.28,106
0.56,0.24,106
2.87,0.28,106
2.41,0.3,106
-2.64,0.24,106
1.9,0.33,106
-1.61,0.29,106
-1.41,0.32,106
1.23,0.32,106
-2.54,0.28,106
2.51,0.3,106
1.46,0.29,106
-2.44,0.28,106
0.32,0.27,106
2.83,0.28,106
-3.14,0.26,106
-1.17,0.3,105
-1.99,0.34,105
-2.08,0.33,105
-0.74,0.3,105
2.16,0.31,105
-0.71,0.29,105
1.27,0.29,105
-2.04,0.33,105
-1.93,0.33,105
-1.0,0.32,105
-1.21,0.33,105
-3.05,0.22,105
0.41,0.27,105
2.18,0.34,105
-1.82,0.3,105
-1.85,0.34,105
-0.9,0.27,105
2.73,0.29,105
-1.24,0.29,105
-1.23,0.32,105
2.47,0.27,105
-0.17,0.26,105
2.56,0.25,105
1.7,0.32,105
-0.17,0.25,105
1.68,0.29,105
-0.35,0.25,105
-1.57,0.29,105
-1.76,0.34,105
1.02,0.29,105
-2.59,0.26,105
0.94,0.29,105
-3.1,0.24,105
-2.33,0.29,105
-2.28,0.31,105
2.62,0.26,105
0.35,0.31,104
1.7,0.33,104
-2.33,0.26,104
0.67,0.26,104
2.13,0.3,104
-2.22,0.33,104
0.44,0.22,104
1.42,0.29,104
1.86,0.3,104
2.31,0.35,104
2.83,0.25,104
2.55,0.27,104
-0.57,0.28,104
0.35,0.25,104
0.92,0.28,104
-0.48,0.28,104
-2.23,0.3,104
0.76,0.28,104
-0.3,0.26,104
0.09,0.25,104
1.99,0.31,104
1.76,0.34,104
-0.58,0.25,104
2.26,0.32,104
2.01,0.33,104
2.9,0.26,104
1.57,0.34,104
-2.2,0.34,104
-0.15,0.28,103
0.71,0.29,103
-1.85,0.31,103
-1.3,0.32,103
0.33,0.26,103
2.82,0.27,103
0.18,0.24,103
-1.44,0.32,103
1.93,0.31,103
-0.2,0.27,103
2.61,0.27,103
-1.57,0.33,103
-2.25,0.29,103
0.55,0.29,103
-1.51,0.34,103
2.17,0.28,103
1.64,0.32,103
0.64,0.27,103
-2.14,0.32,103
2.02,0.32,103
1.08,0.31,103
-0.7,0.35,103
-2.13,0.3,103
-1.5,0.32,103
1.61,0.31,103
-0.48,0.3,103
-2.15,0.29,103
-2.6,0.29,103
1.95,0.29,103
-1.99,0.31,103
0.21,0.25,103
1.87,0.32,103
1.33,0.31,103
-1.86,0.33,103
0.04,0.27,103
0.68,0.29,102
1.73,0.33,102
2.24,0.33,102
2.09,0.37,102
-1.67,0.32,102
0.04,0.24,102
0.57,0.28,102
-2.11,0.31,102
2.09,0.32,102
-0.7,0.28,102
1.6,0.33,102
-0.36,0.27,102
0.84,0.29,102
1.73,0.34,102
-1.75,0.3,102
1.47,0.31,102
2.0,0.3,102
-1.48,0.35,102
-0.84,0.3,102
-2.99,0.29,102
-2.41,0.3,102
-1.19,0.29,102
2.38,0.28,102
0.95,0.31,102
1.0,0.28,102
-2.07,0.29,102
-0.81,0.28,102
1.51,0.33,101
-1.33,0.32,101
-1.28,0.3,101
-1.6,0.35,101
-0.83,0.33,101
-2.81,0.29,101
-1.77,0.33,101
-0.85,0.35,101
2.22,0.33,101
-1.03,0.31,101
2.95,0.28,101
1.8,0.33,101
-1.93,0.31,101
-2.94,0.27,101
-1.79,0.35,101
-1.2,0.3,101
-1.14,0.33,101
-1.12,0.34,101
1.88,0.35,101
-0.7,0.26,101
-1.51,0.33,101
-2.14,0.35,101
-2.98,0.27,101
-2.12,0.32,101
-2.38,0.31,101
-0.81,0.29,101
-0.31,0.28,101
2.08,0.3,101
0.81,0.28,101
-2.31,0.3,101
-1.68,0.3,101
-0.21,0.26,101
-0.13,0.25,101
1.64,0.31,101
2.49,0.35,101
2.13,0.34,101
1.42,0.34,100
1.57,0.31,100
0.66,0.24,100
-1.54,0.34,100
-2.85,0.26,100
-1.45,0.35,100
-2.0,0.3,100
-2.55,0.27,100
-0.76,0.35,100
-2.43,0.29,100
1.6,0.32,100
3.02,0.27,100
2.61,0.3,100
2.25,0.34,100
2.28,0.31,100
2.36,0.33,100
-2.46,0.3,100
2.06,0.34,100
0.99,0.33,100
-0.51,0.28,100
2.44,0.28,100
0.17,0.26,100
-2.18,0.3,100
-0.33,0.29,100
2.75,0.28,100
-0.04,0.26,100
-0.93,0.3,100
1.28,0.33,100
-2.92,0.29,100
-1.01,0.3,100
-0.24,0.26,100
-1.61,0.31,99
1.06,0.28,99
1.4,0.31,99
1.47,0.33,99
1.96,0.31,99
-3.02,0.27,99
-0.64,0.3,99
2.2,0.33,99
-0.65,0.28,99
-1.09,0.3,99
-1.12,0.32,99
0.62,0.27,99
0.91,0.3,99
1.08,0.34,99
-1.47,0.33,99
-1.36,0.36,99
-0.81,0.34,99
-0.79,0.3,99
-0.89,0.3,99
-3.11,0.29,99
1.14,0.33,99
-0.83,0.32,99
0.84,0.3,99
0.5,0.27,99
0.4,0.24,99
2.18,0.3,99
-0.55,0.29,99
-1.11,0.31,99
-2.73,0.29,99
2.04,0.33,99
0.08,0.28,99
2.36,0.3,99
-0.76,0.32,99
-1.01,0.34,99
-2.31,0.33,99
-0.95,0.33,99
2.41,0.29,98
2.21,0.37,98
1.57,0.33,98
1.11,0.29,98
-2.02,0.32,98
-2.02,0.34,98
-1.84,0.32,98
-1.84,0.35,98
-1.32,0.34,98
2.53,0.31,98
-2.07,0.35,98
-0.38,0.29,98
1.92,0.34,98
3.0,0.3,98
-1.79,0.34,98
0.26,0.29,98
1.34,0.33,98
2.86,0.27,98
0.76,0.31,98
-2.25,0.36,98
1.57,0.38,98
-0.76,0.29,98
2.38,0.34,98
-1.98,0.32,98
-2.82,0.27,98
2.99,0.28,98
-2.68,0.29,98
-2.38,0.32,98
-0.74,0.32,98
-0.24,0.31,98
2.36,0.29,98
-2.83,0.28,98
-2.96,0.24,97
0.97,0.32,97
-2.91,0.28,97
-3.05,0.25,97
-0.26,0.25,97
2.29,0.32,97
-2.87,0.28,97
2.65,0.31,97
2.85,0.26,97
-1.09,0.32,97
-0.28,0.27,97
0.74,0.3,97
-2.7,0.27,97
2.59,0.32,97
2.12,0.35,97
2.96,0.29,97
-1.73,0.33,97
-1.74,0.31,97
-2.3,0.29,97
-2.29,0.32,97
-1.75,0.37,97
0.81,0.26,97
1.5,0.31,97
1.84,0.32,97
-2.04,0.31,97
0.84,0.27,96
2.08,0.33,96
1.89,0.34,96
-1.15,0.31,96
-2.26,0.3,96
-2.26,0.32,96
1.35,0.34,96
2.27,0.33,96
-0.64,0.32,96
1.82,0.35,96
0.9,0.33,96
1.75,0.36,96
2.81,0.26,96
-1.89,0.3,96
-0.62,0.31,96
0.3,0.26,96
-1.08,0.31,96
0.04,0.28,96
0.27,0.28,96
0.52,0.32,96
0.24,0.26,96
-0.43,0.28,96
0.45,0.27,96
-2.71,0.28,96
-0.53,0.3,96
0.53,0.27,96
-2.31,0.35,96
-0.85,0.34,96
3.05,0.25,96
-0.83,0.35,96
1.18,0.31,96
3.1,0.24,96
0.59,0.27,96
1.11,0.33,96
1.54,0.31,96
0.79,0.3,96
2.15,0.33,96
1.32,0.3,96
-0.29,0.3,96
1.3,0.32,96
-1.22,0.34,96
-0.45,0.29,96
-2.9,0.31,96
-0.99,0.29,96
0.83,0.32,96
-2.18,0.35,96
-0.72,0.32,96
0.48,0.3,96
2.48,0.31,95
1.39,0.3,95
-2.05,0.3,95
-3.14,0.3,95
1.69,0.35,95
2.94,0.26,95
1.44,0.33,95
2.66,0.32,95
2.91,0.28,95
1.9,0.36,95
1.98,0.32,95
2.06,0.31,95
0.93,0.32,95
-1.38,0.34,95
0.08,0.26,95
1.63,0.36,95
0.2,0.27,95
0.71,0.31,95
2.92,0.29,95
