angle,magnitude,occurrences
-1.63,1.33,2
-2.86,0.94,2
0.61,1.14,2
0.61,1.13,2
0.61,1.08,2
0.61,1.06,2
-1.63,1.32,2
-1.63,1.31,2
1.85,1.04,2
-2.0,1.08,2
-0.3,1.02,2
-0.3,0.97,2
-0.3,0.96,2
1.53,1.34,2
1.53,1.14,2
1.53,1.11,2
0.24,1.15,2
-1.34,1.12,2
-2.0,1.03,2
-2.0,0.95,2
-0.41,1.02,2
-1.89,1.15,2
-1.89,1.33,2
1.85,1.24,2
1.85,1.17,2
0.6,1.3,2
-0.41,1.0,2
-1.34,1.15,2
0.6,1.03,2
2.98,1.21,2
2.98,1.2,2
2.98,1.11,2
0.09,0.98,2
0.09,0.95,2
0.6,0.85,2
-1.63,1.27,2
-1.63,1.26,2
0.24,0.8,2
-0.98,1.05,2
-0.98,1.04,2
-0.98,1.03,2
-0.3,1.09,2
-2.42,0.87,2
2.98,1.06,2
2.98,1.02,2
0.6,1.22,2
-2.42,1.01,2
2.99,1.24,2
-1.25,1.25,2
-0.98,0.92,2
-2.0,1.26,2
-2.0,1.23,2
-2.0,1.21,2
-2.0,1.2,2
-2.0,1.18,2
-2.0,1.16,2
-2.0,1.15,2
-1.89,1.09,2
1.54,1.49,2
1.84,1.09,2
-0.41,0.92,2
-0.98,1.09,2
1.84,1.32,2
-1.16,1.6,2
-1.16,1.37,2
1.54,1.06,2
1.54,1.05,2
-0.3,1.14,2
-0.3,0.91,2
-0.3,0.89,2
1.54,1.29,2
-0.3,0.86,2
1.53,1.32,2
-2.42,0.88,2
1.54,1.19,2
-2.65,1.23,2
-1.25,1.19,2
-1.25,1.18,2
-1.25,1.17,2
-1.25,1.12,2
2.99,0.98,2
2.99,0.96,2
0.6,0.99,2
0.6,0.98,2
2.99,1.1,2
2.99,1.04,2
1.84,1.26,2
1.84,1.23,2
1.84,1.16,2
1.84,1.15,2
2.99,0.93,2
2.99,0.91,2
2.99,0.9,2
0.6,1.09,2
0.6,1.07,2
2.99,0.75,2
0.59,0.92,2
-2.42,0.79,2
3.0,1.05,2
-2.0,1.5,2
1.84,1.4,2
1.84,1.38,2
0.24,0.96,2
-0.95,1.4,2
1.54,1.16,2
0.25,0.9,2
-2.68,1.27,2
0.02,1.3,2
0.25,0.85,2
-2.0,1.36,2
-2.0,1.35,2
-1.35,1.4,2
-2.0,1.44,2
-2.0,1.43,2
0.24,1.07,2
0.24,1.06,2
0.24,1.05,2
0.24,1.04,2
1.84,1.08,2
1.84,1.01,2
2.99,0.99,2
-2.43,1.3,2
0.02,1.23,2
3.0,1.03,2
3.0,0.85,2
0.59,1.22,2
0.59,1.15,2
0.45,1.03,2
0.45,1.02,2
0.45,0.99,2
0.45,0.97,2
0.45,0.95,2
-2.57,0.94,2
1.54,1.73,2
1.54,1.38,2
-2.57,1.04,2
-2.57,1.0,2
-2.57,0.95,2
1.55,1.02,2
1.55,1.01,2
-1.35,1.45,2
-3.0,1.26,2
-3.0,1.2,2
-2.0,1.7,2
1.83,1.33,2
1.83,1.3,2
1.83,1.27,2
1.83,1.24,2
-2.0,1.51,2
1.55,0.9,2
1.55,1.15,2
1.83,1.47,2
1.83,1.43,2
0.02,1.27,2
-1.99,0.94,2
0.45,0.9,2
3.0,1.24,2
3.0,1.11,2
-2.43,1.04,2
0.45,1.35,2
0.59,1.0,2
-0.04,1.43,2
-2.86,1.24,2
-2.43,1.03,2
-1.99,1.27,2
1.83,1.18,2
1.83,1.16,2
1.83,1.02,2
-1.99,1.2,2
1.55,1.03,2
-0.98,1.12,2
-1.99,1.15,2
-1.99,1.13,2
1.55,1.36,2
1.55,1.34,2
1.55,1.33,2
1.55,1.31,2
1.55,1.26,2
-2.65,1.16,2
-2.65,1.12,2
-0.4,0.9,2
-0.4,0.89,2
-1.99,1.18,2
1.55,1.18,2
1.55,1.1,2
-2.57,1.08,2
0.3,1.13,2
-1.9,1.62,2
-1.9,1.59,2
1.55,1.64,2
0.07,1.15,2
0.07,1.1,2
0.07,1.04,2
0.07,1.03,2
3.0,0.81,2
0.59,1.06,2
0.59,1.05,2
-2.61,0.86,2
-0.72,1.08,2
-1.1,1.1,2
-1.14,1.02,2
-0.98,1.14,2
-2.86,1.19,2
-1.62,1.01,2
-1.1,1.03,2
0.09,1.07,2
0.09,1.05,2
-2.43,1.0,2
-2.43,0.91,2
-2.43,0.88,2
-2.69,1.36,2
0.58,1.02,2
0.58,0.95,2
0.58,1.25,2
1.82,1.22,2
1.82,1.15,2
-1.99,1.39,2
1.82,1.36,2
1.81,1.4,2
1.56,1.18,2
1.56,1.17,2
1.56,1.11,2
0.24,1.45,2
-0.4,0.96,2
1.82,1.09,2
1.82,0.96,2
1.56,1.0,2
1.56,0.94,2
1.82,1.27,2
1.82,1.23,2
-1.25,1.5,2
-1.25,1.37,2
3.01,1.04,2
-0.72,1.11,2
-0.8,1.2,2
-0.8,1.17,2
3.01,0.96,2
3.01,0.92,2
3.01,0.91,2
-2.44,1.19,2
-2.44,1.17,2
3.01,1.34,2
0.58,1.04,2
-0.85,1.09,2
-0.85,1.03,2
-0.85,0.98,2
-0.4,1.05,2
-0.4,1.02,2
-0.4,0.99,2
-0.4,0.98,2
1.81,1.31,2
1.56,1.58,2
1.56,1.54,2
1.56,1.04,2
1.81,1.37,2
-1.99,1.31,2
-1.99,1.3,2
-2.99,0.91,2
-2.56,1.22,2
-2.56,1.2,2
1.56,1.42,2
1.56,1.4,2
-2.96,1.13,2
-1.54,1.17,2
0.3,1.15,2
-1.99,1.57,2
-0.98,1.3,2
-0.31,1.04,2
-0.31,1.03,2
-0.31,1.02,2
3.01,1.13,2
3.01,1.1,2
3.02,0.89,2
3.02,0.86,2
3.01,1.0,2
3.01,0.99,2
0.57,1.21,2
0.57,1.19,2
-2.44,1.09,2
1.81,1.12,2
1.81,1.08,2
1.81,1.0,2
-1.9,1.43,2
-1.35,1.37,2
1.56,1.66,2
-0.81,1.11,2
-0.81,1.04,2
-2.44,1.25,2
3.02,1.14,2
-0.8,1.16,2
-0.8,1.05,2
-0.8,1.01,2
-0.85,1.15,2
0.45,1.13,2
0.45,1.12,2
0.07,1.18,2
1.56,1.49,2
1.81,1.23,2
-2.96,1.06,2
-2.44,0.99,2
-2.44,0.97,2
-2.44,0.96,2
-2.44,0.95,2
-2.44,0.92,2
-0.85,0.97,2
0.57,1.55,2
3.03,1.05,2
0.09,0.84,2
-0.01,1.2,2
-1.14,1.17,2
-1.98,1.07,2
-1.98,0.97,2
-2.96,1.21,2
-2.96,1.2,2
-1.62,1.25,2
-1.62,1.21,2
-1.62,1.15,2
0.57,0.91,2
-0.03,0.77,2
-2.64,1.2,2
-2.64,1.15,2
-1.62,1.37,2
-1.62,1.35,2
0.45,1.24,2
0.45,1.2,2
-0.39,0.9,2
-0.39,0.86,2
1.8,1.28,2
-0.31,0.94,2
-2.96,1.11,2
0.45,1.18,2
-1.62,1.58,2
-0.72,1.05,2
-2.44,1.15,2
-2.44,1.12,2
-2.44,1.1,2
0.57,0.95,2
3.03,0.96,2
1.8,1.23,2
0.25,1.09,2
1.8,1.17,2
-1.9,1.37,2
-1.9,1.35,2
-1.9,1.32,2
-0.31,1.05,2
-1.35,0.99,2
-1.98,1.16,2
-1.98,1.15,2
-1.98,1.13,2
-0.31,0.85,2
-1.9,1.53,2
1.8,1.08,2
1.8,0.95,2
1.8,1.46,2
1.8,1.4,2
1.8,1.38,2
-1.98,1.24,2
-1.98,1.23,2
-1.54,1.08,2
-1.54,1.05,2
0.29,1.58,2
1.8,1.26,2
-0.95,1.18,2
-0.95,1.11,2
-1.9,1.27,2
-1.9,1.24,2
3.03,0.89,2
3.03,0.82,2
-3.14,1.03,2
3.02,1.35,2
-0.72,1.06,2
3.03,1.12,2
3.03,1.11,2
-3.14,1.21,2
-0.72,1.0,2
-1.9,1.18,2
-0.95,1.1,2
-1.98,1.21,2
1.79,1.7,2
-0.72,0.99,2
-0.72,0.98,2
3.03,1.01,2
0.57,1.11,2
0.57,1.08,2
0.57,1.02,2
0.57,1.0,2
0.56,0.89,2
-1.62,1.52,2
-1.62,1.5,2
-1.62,1.45,2
-2.65,1.3,2
-1.9,1.08,2
-1.9,1.05,2
-0.95,1.19,2
1.79,1.13,2
1.57,1.06,2
-1.98,1.54,2
-1.62,1.44,2
0.56,1.13,2
0.56,1.1,2
0.57,0.85,2
0.56,1.24,2
-1.62,1.67,2
-3.14,1.25,2
-1.98,1.45,2
-1.98,1.41,2
-1.98,1.38,2
-1.53,1.2,2
-1.53,1.19,2
-2.65,1.31,2
0.29,1.22,2
1.57,1.05,2
1.79,1.45,2
-2.44,0.82,2
-0.72,0.93,2
-3.14,1.18,2
-1.09,1.24,2
-1.09,1.18,2
-1.09,1.17,2
-0.84,1.05,2
-0.84,1.03,2
3.04,0.98,2
1.79,1.42,2
1.79,1.36,2
1.79,1.35,2
1.79,1.14,2
1.79,1.24,2
1.79,1.21,2
1.79,0.97,2
1.57,1.21,2
1.57,1.2,2
1.57,1.18,2
1.57,1.17,2
-2.78,1.14,2
-1.53,1.28,2
-1.53,1.25,2
-1.53,1.24,2
-1.53,1.22,2
-0.39,1.0,2
1.57,1.6,2
1.57,1.57,2
1.57,1.42,2
0.29,1.14,2
-1.35,1.15,2
-1.35,1.13,2
3.04,0.94,2
3.04,0.93,2
-1.48,1.05,2
3.03,1.42,2
-0.03,0.92,2
-1.61,0.87,2
0.55,1.21,2
0.55,1.11,2
0.55,0.89,2
-1.35,1.1,2
-1.35,1.09,2
1.79,1.32,2
1.79,1.25,2
1.57,1.65,2
3.04,0.92,2
3.04,0.86,2
3.04,0.77,2
-1.61,1.16,2
-0.03,1.02,2
-0.01,1.16,2
-0.03,1.13,2
3.04,1.09,2
1.57,1.63,2
1.79,1.08,2
-0.39,1.03,2
-0.39,1.01,2
-1.14,0.92,2
1.57,1.39,2
1.57,1.38,2
3.04,1.03,2
-1.48,0.95,2
-0.84,1.0,2
-0.84,0.97,2
-1.61,1.02,2
-1.61,1.01,2
0.55,1.07,2
0.55,0.98,2
0.55,0.97,2
1.58,1.01,2
-2.78,1.09,2
-1.98,1.66,2
1.79,1.05,2
-0.78,1.26,2
1.57,1.81,2
1.57,1.77,2
1.58,1.3,2
1.58,1.28,2
-1.91,1.52,2
0.29,0.96,2
0.29,0.9,2
-2.78,0.99,2
-0.32,1.23,2
1.58,1.22,2
1.58,1.2,2
1.58,1.19,2
0.29,0.88,2
-2.83,1.01,2
1.58,1.18,2
1.58,1.17,2
1.58,0.95,2
3.04,1.08,2
1.78,1.62,2
1.78,1.14,2
1.58,1.73,2
-1.91,1.32,2
1.58,1.48,2
-2.99,0.94,2
1.58,1.16,2
1.58,1.13,2
1.58,1.56,2
-0.78,1.24,2
-0.78,1.23,2
-0.78,1.12,2
-1.14,0.97,2
0.25,1.34,2
0.25,1.33,2
1.58,1.37,2
1.77,1.54,2
-2.99,1.08,2
-2.99,1.03,2
-2.99,0.98,2
0.55,0.96,2
0.55,0.91,2
-1.61,1.25,2
-1.61,1.04,2
-0.01,1.19,2
-0.01,1.17,2
-0.03,1.14,2
0.54,1.29,2
-2.45,1.13,2
-2.49,0.91,2
-2.99,0.96,2
-0.39,1.12,2
-1.91,1.5,2
-1.91,1.45,2
1.77,1.46,2
1.78,1.11,2
1.78,1.06,2
1.78,1.55,2
1.78,1.48,2
1.78,1.47,2
-1.97,1.22,2
-1.97,1.2,2
1.78,1.31,2
1.78,1.29,2
1.78,1.27,2
1.78,1.26,2
1.78,1.23,2
1.78,1.17,2
-1.61,1.2,2
-0.03,1.22,2
0.54,1.0,2
-1.24,1.14,2
3.05,1.05,2
3.05,1.02,2
3.04,1.3,2
3.04,1.29,2
3.04,1.16,2
3.04,1.13,2
-0.03,1.08,2
-1.61,1.35,2
0.54,1.14,2
3.05,0.95,2
3.05,0.94,2
3.05,1.17,2
1.59,1.11,2
-0.39,1.13,2
-1.91,1.41,2
-1.91,1.39,2
-1.91,1.34,2
-1.91,1.28,2
-1.91,1.26,2
-1.91,1.25,2
1.59,1.33,2
1.59,1.3,2
-1.91,1.7,2
-1.91,1.58,2
0.08,1.25,2
0.08,1.21,2
0.08,1.13,2
-2.45,1.25,2
1.59,1.2,2
-2.99,1.33,2
-1.24,1.25,2
-1.24,1.19,2
-1.24,1.16,2
3.05,1.0,2
3.05,0.98,2
-0.03,1.06,2
-1.61,1.36,2
-1.61,1.46,2
-1.45,0.95,2
-2.45,1.08,2
-2.45,1.07,2
1.77,1.58,2
1.59,1.15,2
1.59,1.13,2
1.59,1.5,2
-2.99,1.17,2
0.54,1.09,2
0.54,1.07,2
0.54,1.06,2
0.54,1.5,2
0.54,1.48,2
0.54,1.4,2
-1.24,1.11,2
-1.24,1.1,2
-0.03,1.55,2
-2.99,1.15,2
1.77,1.37,2
1.77,1.41,2
-1.35,0.94,2
1.77,1.28,2
1.6,1.14,2
1.6,1.09,2
0.02,1.4,2
-1.91,1.18,2
1.59,1.36,2
1.59,1.34,2
-0.32,0.87,2
-0.33,1.31,2
-1.91,1.21,2
-1.91,1.19,2
1.59,1.18,2
1.77,1.22,2
1.77,1.18,2
1.77,1.13,2
1.77,1.1,2
1.59,1.62,2
0.26,0.88,2
-2.57,1.25,2
-2.57,1.22,2
-0.73,1.49,2
-0.73,1.17,2
3.06,0.99,2
-2.49,0.84,2
-2.49,0.8,2
-2.45,1.09,2
0.54,0.85,2
-1.61,1.54,2
-1.45,1.14,2
-0.84,0.93,2
-2.57,1.19,2
-1.91,0.94,2
1.59,1.43,2
1.6,1.43,2
1.6,1.42,2
-2.72,1.12,2
-1.97,1.62,2
-1.53,1.04,2
-1.53,1.03,2
-0.38,0.95,2
-0.38,0.92,2
-1.97,1.37,2
-1.97,1.35,2
-1.97,1.33,2
-0.97,1.05,2
1.77,1.03,2
1.77,1.02,2
0.26,0.97,2
-0.97,1.03,2
1.76,1.31,2
1.76,1.29,2
0.29,1.04,2
-1.58,1.08,2
0.53,1.13,2
3.06,0.9,2
3.06,0.88,2
-1.2,1.52,2
-1.2,1.45,2
0.53,0.94,2
0.53,0.91,2
1.6,1.21,2
-0.97,0.92,2
-0.97,0.89,2
-1.97,1.43,2
1.6,1.44,2
-0.97,1.04,2
1.76,1.48,2
3.06,1.1,2
-1.09,1.06,2
-1.09,1.04,2
3.06,0.96,2
3.06,0.94,2
-1.09,0.97,2
-1.09,0.92,2
0.53,1.15,2
1.76,1.43,2
-1.97,1.74,2
-2.83,1.39,2
-2.83,1.24,2
1.76,1.34,2
1.76,1.32,2
3.06,1.22,2
-1.61,1.37,2
-1.2,1.6,2
0.53,1.08,2
0.53,1.05,2
0.53,1.01,2
0.53,1.0,2
1.6,1.27,2
1.6,1.23,2
1.6,1.77,2
1.6,1.2,2
1.6,1.6,2
1.6,1.53,2
-1.92,1.67,2
1.76,1.36,2
-1.97,1.53,2
-1.92,1.73,2
-0.33,1.04,2
-2.83,1.16,2
-2.83,1.14,2
-2.83,1.12,2
-2.83,1.11,2
-2.83,1.07,2
1.76,1.19,2
-2.57,1.18,2
-2.57,1.16,2
1.76,1.13,2
1.76,1.12,2
-2.56,1.08,2
-2.45,0.83,2
-2.45,0.79,2
-0.73,1.02,2
1.76,1.05,2
1.76,1.01,2
0.52,1.25,2
-1.09,1.08,2
3.07,0.87,2
0.08,0.93,2
0.52,1.07,2
0.52,1.05,2
0.08,1.4,2
-0.38,1.06,2
1.75,1.59,2
-2.56,1.02,2
-2.56,1.01,2
-2.56,0.95,2
1.75,1.35,2
-1.92,1.88,2
0.08,1.27,2
-2.45,0.95,2
-2.45,0.9,2
-0.73,1.07,2
-1.45,1.35,2
-1.45,1.3,2
3.07,0.94,2
-2.56,1.13,2
-2.56,1.12,2
-2.56,1.09,2
1.75,1.64,2
1.75,1.16,2
-1.54,1.32,2
-1.54,1.31,2
-0.33,0.95,2
-0.33,0.93,2
1.75,1.31,2
1.75,1.29,2
1.75,1.18,2
1.75,1.17,2
-0.33,0.9,2
-2.57,1.12,2
1.75,1.55,2
1.75,1.54,2
1.75,1.53,2
1.75,1.52,2
1.75,1.5,2
-0.33,1.0,2
-0.33,0.98,2
-0.33,0.97,2
-0.33,0.96,2
-1.54,1.5,2
1.61,1.08,2
3.07,0.92,2
3.07,0.9,2
-2.46,1.21,2
0.52,1.13,2
0.52,1.12,2
0.52,1.1,2
-1.6,1.13,2
-1.6,1.05,2
-0.02,1.07,2
1.61,1.01,2
1.61,1.46,2
1.61,1.41,2
-1.54,1.37,2
1.75,1.34,2
1.75,1.32,2
3.08,0.86,2
3.07,1.09,2
3.07,1.07,2
0.52,0.83,2
0.51,1.24,2
0.51,1.23,2
3.08,0.94,2
1.61,1.19,2
1.61,1.81,2
1.61,1.17,2
-1.36,1.47,2
-2.7,0.97,2
-2.7,0.95,2
-2.7,0.92,2
1.75,1.12,2
1.61,1.09,2
1.62,1.26,2
1.62,1.21,2
1.75,1.07,2
-0.97,1.16,2
-0.97,1.13,2
1.61,1.52,2
-0.33,0.82,2
-1.37,1.23,2
1.61,1.35,2
-1.92,1.46,2
-1.92,1.44,2
1.62,1.02,2
-1.36,1.49,2
1.61,1.31,2
1.61,1.23,2
3.08,1.04,2
1.62,0.98,2
-0.97,1.09,2
-0.97,1.08,2
3.08,0.92,2
3.08,0.91,2
3.08,1.32,2
-1.59,1.38,2
0.46,0.76,2
-0.01,1.12,2
-1.45,1.1,2
-1.6,1.16,2
-2.85,1.08,2
-1.96,1.21,2
-1.96,1.15,2
-1.96,1.13,2
1.62,1.29,2
-2.46,1.06,2
-0.02,1.01,2
-0.02,0.96,2
-0.02,0.95,2
-2.67,1.28,2
3.08,1.21,2
0.51,1.21,2
0.51,1.18,2
0.51,1.17,2
1.74,1.8,2
1.74,1.75,2
1.74,1.69,2
1.74,1.59,2
1.74,1.54,2
1.74,1.53,2
1.62,1.07,2
1.74,1.05,2
1.74,1.0,2
1.62,1.46,2
-1.92,1.59,2
1.74,1.34,2
1.74,1.3,2
1.74,1.29,2
1.74,1.25,2
1.74,1.22,2
1.74,1.19,2
1.62,1.35,2
-2.97,1.25,2
-1.37,1.21,2
-1.96,1.1,2
-2.46,1.11,2
-2.46,1.1,2
-2.97,1.22,2
-2.97,1.17,2
-2.97,1.15,2
0.51,1.14,2
0.51,1.13,2
0.51,1.12,2
0.51,1.11,2
-1.45,1.07,2
-2.46,1.0,2
-2.46,0.99,2
0.46,1.07,2
0.46,1.06,2
1.62,1.13,2
1.74,1.15,2
1.74,1.14,2
1.74,1.12,2
-1.6,1.35,2
-2.46,0.83,2
-2.73,0.95,2
-2.73,0.94,2
-2.67,1.31,2
-2.72,1.4,2
-2.72,1.32,2
-2.72,1.29,2
0.51,1.02,2
-1.92,1.35,2
-1.92,1.31,2
-1.92,1.26,2
1.62,1.42,2
1.62,1.37,2
-2.97,1.35,2
-1.37,1.11,2
-1.92,1.21,2
-2.63,1.34,2
-1.92,1.18,2
-1.92,1.17,2
-1.92,1.09,2
1.62,2.04,2
-1.36,1.11,2
-0.37,0.82,2
1.74,0.86,2
-1.96,1.41,2
-1.96,1.38,2
-1.96,1.37,2
-1.36,1.14,2
-1.36,1.12,2
0.46,1.05,2
0.51,0.94,2
-1.36,1.26,2
-1.53,1.08,2
-0.34,0.88,2
1.63,1.01,2
-1.45,1.08,2
-0.02,1.32,2
3.09,0.85,2
3.09,0.84,2
3.09,0.78,2
-2.46,0.85,2
-0.02,1.28,2
-0.02,1.23,2
0.28,1.15,2
0.28,1.11,2
0.28,1.09,2
-1.92,1.25,2
-1.2,0.91,2
-1.36,1.23,2
-1.96,1.5,2
-1.96,1.47,2
-1.96,1.44,2
1.63,1.19,2
1.63,1.05,2
-2.64,1.36,2
-1.96,1.27,2
-1.96,1.24,2
-1.96,1.65,2
-1.96,1.57,2
-1.96,1.31,2
-1.53,1.15,2
-1.53,1.14,2
-1.53,1.11,2
-0.34,0.93,2
-0.34,0.92,2
-1.6,1.28,2
-1.6,1.27,2
-1.6,1.18,2
3.09,1.13,2
3.09,1.11,2
3.09,1.1,2
-1.48,1.2,2
-1.48,1.16,2
-1.48,1.14,2
0.5,1.1,2
3.09,1.42,2
3.09,1.41,2
3.09,1.18,2
0.28,1.02,2
1.63,1.43,2
1.63,1.4,2
1.63,1.17,2
1.63,1.54,2
1.63,1.49,2
-0.34,1.12,2
1.73,1.72,2
1.73,1.65,2
-2.98,0.94,2
1.73,1.41,2
1.63,1.35,2
1.63,1.34,2
1.63,1.32,2
1.63,1.88,2
-0.34,0.99,2
-0.34,0.94,2
1.73,1.31,2
1.73,1.3,2
1.73,1.29,2
1.73,1.28,2
1.73,1.27,2
1.63,1.75,2
1.63,1.24,2
1.63,1.21,2
1.73,1.37,2
1.73,1.36,2
-1.36,1.16,2
-1.36,1.15,2
-2.98,0.85,2
-2.98,0.84,2
-1.15,1.17,2
-1.15,1.12,2
1.73,1.51,2
1.73,1.48,2
-1.48,1.11,2
-1.48,1.1,2
0.08,1.04,2
3.09,1.01,2
3.09,0.98,2
3.09,0.97,2
3.09,0.96,2
-2.46,0.9,2
-2.46,0.89,2
-1.6,1.19,2
0.5,0.86,2
1.73,1.03,2
1.73,1.01,2
1.73,1.0,2
-0.34,0.87,2
-1.24,1.29,2
-2.73,0.91,2
3.1,1.01,2
0.5,1.32,2
0.5,1.28,2
0.5,1.18,2
3.1,1.04,2
3.1,1.02,2
3.1,0.98,2
-0.34,0.86,2
1.63,1.69,2
-0.97,1.32,2
1.73,1.1,2
1.73,1.09,2
1.73,1.63,2
-0.37,1.02,2
-2.7,1.01,2
-2.7,0.99,2
1.64,1.27,2
1.64,1.09,2
1.64,1.08,2
0.03,1.05,2
0.03,1.04,2
0.03,1.01,2
-1.15,1.1,2
1.72,1.78,2
-1.95,1.11,2
-1.95,1.09,2
-1.95,1.07,2
-1.95,0.97,2
-1.15,1.05,2
-1.47,1.26,2
-1.54,1.26,2
1.64,1.04,2
-1.37,1.29,2
3.1,0.92,2
-1.09,0.83,2
3.1,1.2,2
0.5,1.07,2
0.5,1.06,2
0.5,0.97,2
0.5,0.96,2
0.49,1.17,2
0.49,1.02,2
-0.37,1.09,2
-0.37,1.04,2
-0.37,1.03,2
-2.97,0.94,2
-2.97,0.93,2
1.72,1.02,2
1.64,1.26,2
1.64,1.25,2
1.64,1.21,2
1.64,1.19,2
1.64,1.18,2
1.64,1.17,2
0.03,0.96,2
1.72,1.61,2
1.72,1.54,2
1.72,1.52,2
1.72,1.49,2
-1.95,1.04,2
-1.47,1.28,2
-2.97,1.09,2
-2.97,1.02,2
1.71,1.7,2
1.71,1.67,2
1.64,1.41,2
1.64,1.39,2
1.64,1.38,2
-2.97,1.06,2
1.64,1.31,2
-1.53,0.97,2
1.72,1.37,2
1.72,1.32,2
1.72,1.22,2
1.72,1.08,2
-2.97,0.96,2
-2.97,0.95,2
1.72,1.38,2
-1.47,1.33,2
-2.47,1.11,2
3.1,1.28,2
3.1,1.18,2
3.1,1.15,2
0.5,0.82,2
-1.6,1.65,2
3.1,1.06,2
0.46,0.93,2
0.46,0.91,2
-0.74,1.23,2
-0.74,1.21,2
-1.95,1.19,2
-1.95,1.15,2
-2.97,1.13,2
0.03,1.21,2
1.71,0.99,2
1.71,0.93,2
-2.65,1.08,2
-2.65,1.06,2
1.72,0.86,2
1.71,1.56,2
1.71,1.5,2
1.71,1.36,2
1.71,1.35,2
1.71,1.28,2
1.71,1.21,2
1.71,1.13,2
1.71,1.57,2
-0.82,0.87,2
1.72,1.39,2
1.65,1.05,2
1.65,1.04,2
1.65,1.02,2
-0.74,1.07,2
3.11,0.99,2
3.11,0.98,2
-2.47,1.2,2
0.46,1.25,2
0.46,1.24,2
0.49,1.26,2
0.49,1.2,2
0.49,1.13,2
0.46,1.14,2
0.46,1.13,2
0.03,1.29,2
0.03,1.22,2
-2.98,1.12,2
-1.93,1.19,2
-1.95,1.5,2
-1.95,1.47,2
3.11,0.86,2
3.11,0.68,2
-2.47,0.92,2
3.11,1.13,2
-0.74,1.24,2
-1.6,1.45,2
0.46,1.02,2
3.11,1.03,2
-1.54,1.55,2
1.65,1.23,2
1.65,1.21,2
1.65,1.06,2
-2.98,1.07,2
-2.98,1.06,2
-2.65,1.03,2
-2.65,1.01,2
-2.65,1.0,2
-0.37,1.37,2
-1.95,1.51,2
-2.98,1.04,2
-0.96,1.07,2
-1.95,1.43,2
1.71,1.1,2
1.71,1.07,2
1.71,1.06,2
1.71,1.05,2
0.26,1.3,2
-0.82,0.98,2
1.65,1.42,2
1.65,1.36,2
-0.96,1.12,2
-2.63,1.48,2
3.11,1.02,2
3.11,1.28,2
3.11,0.92,2
-0.01,0.88,2
-0.01,0.87,2
-0.01,0.86,2
-0.01,0.85,2
-2.85,1.17,2
-2.85,1.15,2
-2.47,0.96,2
-2.49,1.07,2
-2.98,1.1,2
1.66,1.07,2
-0.96,1.15,2
1.66,1.27,2
-0.96,1.1,2
-0.96,1.09,2
1.66,1.22,2
1.66,1.21,2
-0.96,1.04,2
-1.93,1.35,2
-1.93,1.27,2
-1.93,1.25,2
-0.36,0.97,2
-0.36,0.96,2
-0.36,0.94,2
-0.36,0.91,2
1.65,1.62,2
-1.95,1.36,2
-1.95,1.35,2
-1.95,1.3,2
-2.98,1.15,2
-2.49,1.06,2
-2.49,1.05,2
0.07,1.34,2
0.47,0.88,2
0.47,0.86,2
-1.59,1.13,2
-1.59,1.11,2
-0.74,0.95,2
-0.74,0.82,2
3.11,1.18,2
-2.47,1.08,2
-1.95,1.61,2
-1.2,1.25,2
0.48,1.15,2
-2.85,1.53,2
0.46,1.19,2
0.46,1.15,2
-2.85,1.18,2
3.12,0.83,2
1.66,1.08,2
-2.98,0.98,2
1.7,1.61,2
1.7,1.58,2
1.7,1.52,2
1.7,1.47,2
1.7,1.44,2
-1.53,0.99,2
0.27,1.07,2
1.7,1.09,2
1.7,1.07,2
1.7,1.06,2
1.66,1.36,2
-1.93,1.01,2
0.27,1.05,2
0.27,1.03,2
1.7,1.19,2
1.7,0.93,2
-1.93,1.06,2
1.66,1.52,2
1.66,1.17,2
1.66,1.16,2
1.66,1.13,2
0.48,1.36,2
-1.2,1.3,2
-1.94,1.53,2
-1.93,1.16,2
-0.36,1.16,2
-0.36,1.1,2
-0.36,1.09,2
-0.36,1.08,2
-0.35,1.0,2
-0.35,0.99,2
1.7,1.36,2
1.7,1.35,2
0.03,1.2,2
0.03,1.18,2
0.03,1.16,2
0.03,1.09,2
-0.36,1.03,2
1.7,1.14,2
1.7,1.02,2
-2.78,1.29,2
-2.78,1.27,2
-2.49,1.15,2
-2.49,1.11,2
-2.49,1.1,2
0.07,1.24,2
-1.48,1.29,2
-1.48,1.22,2
-0.74,1.04,2
-0.74,0.99,2
0.48,1.22,2
0.48,1.2,2
0.46,1.38,2
3.12,1.12,2
-1.94,1.6,2
1.69,1.18,2
1.69,1.15,2
1.69,1.14,2
1.69,1.11,2
0.27,1.16,2
-2.56,0.93,2
-2.98,1.3,2
-2.98,1.29,2
1.69,1.23,2
1.69,1.66,2
1.69,1.58,2
1.69,1.05,2
0.28,0.91,2
0.28,0.9,2
-0.96,0.98,2
-1.94,1.74,2
1.67,1.08,2
-1.93,1.14,2
1.69,1.4,2
3.12,1.07,2
3.12,1.02,2
3.12,1.01,2
3.12,1.0,2
3.12,0.96,2
-2.85,1.32,2
-2.85,1.2,2
0.48,1.03,2
3.12,1.44,2
-2.48,1.16,2
3.12,1.32,2
1.69,1.34,2
-1.37,1.52,2
-1.15,1.23,2
1.67,1.2,2
3.12,1.29,2
3.12,1.23,2
3.12,1.22,2
3.12,1.16,2
0.48,0.9,2
0.47,1.36,2
0.47,1.35,2
0.48,1.27,2
3.13,0.84,2
0.28,0.92,2
-1.94,1.11,2
